"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group","ensembl_gene_id","Gene_name"
"ENSG00000134061.5",128.435,-0.173,0.445,-0.389,0.697,1,"insig","ENSG00000134061","CD180"
"ENSG00000134070.5",809.699,-0.174,0.431,-0.403,0.687,1,"insig","ENSG00000134070","IRAK2"
"ENSG00000134072.11",66.505,-0.315,0.308,-1.023,0.306,1,"insig","ENSG00000134072","CAMK1"
"ENSG00000134077.16",832.787,0.004,0.139,0.028,0.978,1,"insig","ENSG00000134077","THUMPD3"
"ENSG00000134107.5",7771.1,-0.416,0.42,-0.992,0.321,1,"insig","ENSG00000134107","BHLHE40"
"ENSG00000134108.14",2252.404,-0.149,0.172,-0.865,0.387,1,"insig","ENSG00000134108","ARL8B"
"ENSG00000134109.11",3032.68,-0.22,0.385,-0.571,0.568,1,"insig","ENSG00000134109","EDEM1"
"ENSG00000134115.13",1.781,0.591,0.918,0.643,0.52,1,"insig","ENSG00000134115","CNTN6"
"ENSG00000134121.10",108.208,-0.079,0.685,-0.116,0.908,1,"insig","ENSG00000134121","CHL1"
"ENSG00000134146.12",284.337,0.004,0.212,0.018,0.986,1,"insig","ENSG00000134146","DPH6"
"ENSG00000134152.11",742.586,-0.058,0.146,-0.395,0.693,1,"insig","ENSG00000134152","KATNBL1"
"ENSG00000134153.10",2468.462,-0.109,0.172,-0.637,0.524,1,"insig","ENSG00000134153","EMC7"
"ENSG00000134184.13",200.988,3.008,1.646,1.827,0.068,0.918,"insig","ENSG00000134184","GSTM1"
"ENSG00000134186.12",2339.73,0.059,0.192,0.306,0.76,1,"insig","ENSG00000134186","PRPF38B"
"ENSG00000134193.15",24.071,-0.737,0.919,-0.802,0.423,1,"insig","ENSG00000134193","REG4"
"ENSG00000134198.10",135.768,-0.164,0.585,-0.281,0.778,1,"insig","ENSG00000134198","TSPAN2"
"ENSG00000134200.4",0.31,-0.238,1.85,-0.129,0.897,1,"insig","ENSG00000134200","TSHB"
"ENSG00000134201.12",59.619,-0.46,0.578,-0.796,0.426,1,"insig","ENSG00000134201","GSTM5"
"ENSG00000134207.17",7.998,-0.762,0.541,-1.408,0.159,0.998,"insig","ENSG00000134207","SYT6"
"ENSG00000134215.16",1400.909,0.263,0.635,0.415,0.678,1,"insig","ENSG00000134215","VAV3"
"ENSG00000134216.19",1.893,0.544,1.019,0.534,0.594,1,"insig","ENSG00000134216","CHIA"
"ENSG00000134222.16",253.059,-0.319,0.397,-0.805,0.421,1,"insig","ENSG00000134222","PSRC1"
"ENSG00000134240.12",38828.225,-0.039,1.202,-0.033,0.974,1,"insig","ENSG00000134240","HMGCS2"
"ENSG00000134242.16",105.55,-0.319,0.518,-0.617,0.537,1,"insig","ENSG00000134242","PTPN22"
"ENSG00000134243.12",3236.798,0.026,0.396,0.067,0.947,1,"insig","ENSG00000134243","SORT1"
"ENSG00000134245.18",287.929,-0.673,0.58,-1.159,0.246,1,"insig","ENSG00000134245","WNT2B"
"ENSG00000134247.10",3943.914,0.087,0.371,0.234,0.815,1,"insig","ENSG00000134247","PTGFRN"
"ENSG00000134248.14",1931.646,-0.024,0.261,-0.092,0.927,1,"insig","ENSG00000134248","LAMTOR5"
"ENSG00000134249.7",0.24,0.319,2.159,0.148,0.883,1,"insig","ENSG00000134249","ADAM30"
"ENSG00000134253.10",591.273,1.024,0.532,1.927,0.054,0.864,"insig","ENSG00000134253","TRIM45"
"ENSG00000134265.13",1542.423,0.053,0.2,0.265,0.791,1,"insig","ENSG00000134265","NAPG"
"ENSG00000134283.18",1467.728,0.073,0.127,0.572,0.568,1,"insig","ENSG00000134283","PPHLN1"
"ENSG00000134285.11",1084.583,-0.25,0.261,-0.957,0.339,1,"insig","ENSG00000134285","FKBP11"
"ENSG00000134287.10",5680.276,-0.031,0.201,-0.156,0.876,1,"insig","ENSG00000134287","ARF3"
"ENSG00000134291.12",2622.624,0.162,0.257,0.631,0.528,1,"insig","ENSG00000134291","TMEM106C"
"ENSG00000134294.14",13748.402,-0.216,0.455,-0.474,0.635,1,"insig","ENSG00000134294","SLC38A2"
"ENSG00000134308.14",7806.742,-0.111,0.183,-0.609,0.543,1,"insig","ENSG00000134308","YWHAQ"
"ENSG00000134317.18",259.451,-0.289,0.512,-0.565,0.572,1,"insig","ENSG00000134317","GRHL1"
"ENSG00000134324.12",1045.353,0.208,0.414,0.503,0.615,1,"insig","ENSG00000134324","LPIN1"
"ENSG00000134330.19",1490.824,0.007,0.193,0.039,0.969,1,"insig","ENSG00000134330","IAH1"
"ENSG00000134339.9",681.664,0.089,0.896,0.099,0.921,1,"insig","ENSG00000134339","SAA2"
"ENSG00000134343.14",31.06,-0.736,0.653,-1.127,0.26,1,"insig","ENSG00000134343","ANO3"
"ENSG00000134363.12",2612.558,0.424,0.795,0.533,0.594,1,"insig","ENSG00000134363","FST"
"ENSG00000134371.14",1785.541,0.208,0.228,0.91,0.363,1,"insig","ENSG00000134371","CDC73"
"ENSG00000134375.11",2600.782,-0.12,0.196,-0.613,0.54,1,"insig","ENSG00000134375","TIMM17A"
"ENSG00000134398.15",59.558,-3.051,1.074,-2.841,0.004,0.298,"insig","ENSG00000134398","ERN2"
"ENSG00000134419.15",2681.391,0.237,0.288,0.821,0.411,1,"insig","ENSG00000134419","RPS15A"
"ENSG00000134438.10",0.471,1.812,1.762,1.028,0.304,1,"insig","ENSG00000134438","RAX"
"ENSG00000134440.12",5766.788,0.067,0.19,0.355,0.723,1,"insig","ENSG00000134440","NARS1"
"ENSG00000134443.10",38.601,-0.084,1.014,-0.082,0.934,1,"insig","ENSG00000134443","GRP"
"ENSG00000134444.15",1174.8,0.119,0.176,0.677,0.498,1,"insig","ENSG00000134444","RELCH"
"ENSG00000134452.20",1997.98,0.264,0.177,1.491,0.136,0.989,"insig","ENSG00000134452","FBH1"
"ENSG00000134453.16",2788.697,0.198,0.128,1.544,0.123,0.972,"insig","ENSG00000134453","RBM17"
"ENSG00000134461.16",381.485,0.365,0.242,1.505,0.132,0.981,"insig","ENSG00000134461","ANKRD16"
"ENSG00000134463.15",2202.945,0.171,0.797,0.215,0.83,1,"insig","ENSG00000134463","ECHDC3"
"ENSG00000134470.21",1528.474,0.633,0.355,1.783,0.075,0.938,"insig","ENSG00000134470","IL15RA"
"ENSG00000134489.7",3.577,0.307,0.472,0.649,0.516,1,"insig","ENSG00000134489","HRH4"
"ENSG00000134490.14",263.12,0.027,0.29,0.093,0.926,1,"insig","ENSG00000134490","TMEM241"
"ENSG00000134504.14",550.538,0.158,0.31,0.509,0.611,1,"insig","ENSG00000134504","KCTD1"
"ENSG00000134531.10",2225.421,-0.191,0.488,-0.391,0.696,1,"insig","ENSG00000134531","EMP1"
"ENSG00000134533.6",653.081,-0.159,0.578,-0.275,0.783,1,"insig","ENSG00000134533","RERG"
"ENSG00000134538.3",4818.22,-0.179,1.319,-0.136,0.892,1,"insig","ENSG00000134538","SLCO1B1"
"ENSG00000134539.17",146.215,-0.061,0.559,-0.11,0.913,1,"insig","ENSG00000134539","KLRD1"
"ENSG00000134545.14",15.804,0.007,0.692,0.011,0.991,1,"insig","ENSG00000134545","KLRC1"
"ENSG00000134548.11",91.474,0.313,0.93,0.337,0.736,1,"insig","ENSG00000134548","SPX"
"ENSG00000134551.13",16.788,0.136,0.481,0.282,0.778,1,"insig","ENSG00000134551","PRH2"
"ENSG00000134569.10",61.187,-0.571,0.393,-1.453,0.146,0.997,"insig","ENSG00000134569","LRP4"
"ENSG00000134574.12",1914.923,0.174,0.247,0.704,0.481,1,"insig","ENSG00000134574","DDB2"
"ENSG00000134575.13",2759.927,-0.178,0.297,-0.6,0.549,1,"insig","ENSG00000134575","ACP2"
"ENSG00000134590.14",2950.082,-0.323,0.247,-1.308,0.191,1,"insig","ENSG00000134590","RTL8C"
"ENSG00000134594.5",26.212,0.16,0.472,0.339,0.735,1,"insig","ENSG00000134594","RAB33A"
"ENSG00000134595.9",1.55,3.38,2.16,1.565,0.118,0.969,"insig","ENSG00000134595","SOX3"
"ENSG00000134602.16",561.351,-0.211,0.313,-0.673,0.501,1,"insig","ENSG00000134602","STK26"
"ENSG00000134627.12",574.143,0.947,0.53,1.786,0.074,0.938,"insig","ENSG00000134627","PIWIL4"
"ENSG00000134640.3",0.508,-1.54,2.069,-0.745,0.457,1,"insig","ENSG00000134640","MTNR1B"
"ENSG00000134644.16",3002.395,-0.135,0.154,-0.879,0.379,1,"insig","ENSG00000134644","PUM1"
"ENSG00000134690.11",393.748,-0.316,0.519,-0.609,0.543,1,"insig","ENSG00000134690","CDCA8"
"ENSG00000134697.13",2254.511,-0.053,0.181,-0.293,0.769,1,"insig","ENSG00000134697","GNL2"
"ENSG00000134698.11",988.491,0.006,0.207,0.027,0.978,1,"insig","ENSG00000134698","AGO4"
"ENSG00000134716.11",2128.06,0.067,0.705,0.095,0.924,1,"insig","ENSG00000134716","CYP2J2"
"ENSG00000134717.18",1762.904,0.179,0.186,0.964,0.335,1,"insig","ENSG00000134717","BTF3L4"
"ENSG00000134744.14",1758.458,0.162,0.251,0.645,0.519,1,"insig","ENSG00000134744","TUT4"
"ENSG00000134748.13",1650.823,0.099,0.184,0.536,0.592,1,"insig","ENSG00000134748","PRPF38A"
"ENSG00000134757.5",6.461,-1.959,1,-1.959,0.05,0.859,"insig","ENSG00000134757","DSG3"
"ENSG00000134758.14",696.894,-0.301,0.201,-1.499,0.134,0.984,"insig","ENSG00000134758","RNF138"
"ENSG00000134759.14",3138.807,0.149,0.192,0.777,0.437,1,"insig","ENSG00000134759","ELP2"
"ENSG00000134760.6",316.403,0.476,0.994,0.479,0.632,1,"insig","ENSG00000134760","DSG1"
"ENSG00000134762.17",376.126,0.751,0.968,0.777,0.437,1,"insig","ENSG00000134762","DSC3"
"ENSG00000134765.10",1.117,-0.546,0.847,-0.644,0.52,1,"insig","ENSG00000134765","DSC1"
"ENSG00000134779.15",2295.309,-0.113,0.278,-0.406,0.685,1,"insig","ENSG00000134779","TPGS2"
"ENSG00000134780.10",322.86,-0.149,0.464,-0.322,0.747,1,"insig","ENSG00000134780","DAGLA"
"ENSG00000134802.18",1624.512,0.495,0.396,1.25,0.211,1,"insig","ENSG00000134802","SLC43A3"
"ENSG00000134809.9",1086.114,-0.154,0.272,-0.568,0.57,1,"insig","ENSG00000134809","TIMM10"
"ENSG00000134812.8",0.464,1.478,1.344,1.099,0.272,1,"insig","ENSG00000134812","CBLIF"
"ENSG00000134815.19",1203.47,0.111,0.229,0.485,0.628,1,"insig","ENSG00000134815","DHX34"
"ENSG00000134824.14",5490.967,-0.104,0.66,-0.158,0.874,1,"insig","ENSG00000134824","FADS2"
"ENSG00000134825.16",1700.374,0.125,0.251,0.5,0.617,1,"insig","ENSG00000134825","TMEM258"
"ENSG00000134827.8",253.268,-2.472,0.942,-2.624,0.009,0.404,"insig","ENSG00000134827","TCN1"
"ENSG00000134830.6",115.402,0.029,0.327,0.088,0.93,1,"insig","ENSG00000134830","C5AR2"
"ENSG00000134851.13",1848.125,-0.335,0.224,-1.493,0.135,0.989,"insig","ENSG00000134851","TMEM165"
"ENSG00000134852.15",1123.118,0.028,0.168,0.166,0.868,1,"insig","ENSG00000134852","CLOCK"
"ENSG00000134853.12",1261.186,0.753,0.488,1.543,0.123,0.972,"insig","ENSG00000134853","PDGFRA"
"ENSG00000134871.19",20144.989,0.07,0.422,0.166,0.868,1,"insig","ENSG00000134871","COL4A2"
"ENSG00000134873.10",3251.272,0.365,0.67,0.545,0.585,1,"insig","ENSG00000134873","CLDN10"
"ENSG00000134874.18",1232.376,1.157,0.603,1.92,0.055,0.866,"insig","ENSG00000134874","DZIP1"
"ENSG00000134882.16",3293.05,-0.325,0.167,-1.947,0.052,0.861,"insig","ENSG00000134882","UBAC2"
"ENSG00000134884.15",3577.68,-0.196,0.277,-0.709,0.478,1,"insig","ENSG00000134884","ARGLU1"
"ENSG00000134897.14",1259.4,-0.369,0.287,-1.287,0.198,1,"insig","ENSG00000134897","BIVM"
"ENSG00000134905.17",1941.898,-0.194,0.198,-0.978,0.328,1,"insig","ENSG00000134905","CARS2"
"ENSG00000134910.14",6960.246,-0.074,0.201,-0.368,0.713,1,"insig","ENSG00000134910","STT3A"
"ENSG00000134917.10",32.291,-0.1,0.526,-0.19,0.849,1,"insig","ENSG00000134917","ADAMTS8"
"ENSG00000134940.14",9.837,-0.051,0.44,-0.116,0.907,1,"insig","ENSG00000134940","ACRV1"
"ENSG00000134954.14",3298.98,0.307,0.361,0.85,0.395,1,"insig","ENSG00000134954","ETS1"
"ENSG00000134955.12",274.547,0.161,0.388,0.416,0.678,1,"insig","ENSG00000134955","SLC37A2"
"ENSG00000134962.7",968.977,0.267,0.98,0.273,0.785,1,"insig","ENSG00000134962","KLB"
"ENSG00000134970.14",4359.852,-0.086,0.23,-0.373,0.709,1,"insig","ENSG00000134970","TMED7"
"ENSG00000134986.14",104.166,0.24,0.333,0.72,0.471,1,"insig","ENSG00000134986","NREP"
"ENSG00000134996.12",1158.935,-0.306,0.267,-1.145,0.252,1,"insig","ENSG00000134996","OSTF1"
"ENSG00000135002.12",1322.718,-0.473,0.254,-1.867,0.062,0.895,"insig","ENSG00000135002","RFK"
"ENSG00000135018.14",4299.746,-0.144,0.202,-0.712,0.477,1,"insig","ENSG00000135018","UBQLN1"
"ENSG00000135040.16",733.136,-0.114,0.187,-0.607,0.544,1,"insig","ENSG00000135040","NAA35"
"ENSG00000135045.7",147.805,-0.321,0.31,-1.036,0.3,1,"insig","ENSG00000135045","C9orf40"
"ENSG00000135046.14",1798.339,-0.702,0.477,-1.472,0.141,0.997,"insig","ENSG00000135046","ANXA1"
"ENSG00000135047.16",5431.75,-0.193,0.344,-0.563,0.574,1,"insig","ENSG00000135047","CTSL"
"ENSG00000135048.14",5195.925,-0.116,0.281,-0.413,0.68,1,"insig","ENSG00000135048","CEMIP2"
"ENSG00000135049.16",416.502,-0.198,0.251,-0.79,0.43,1,"insig","ENSG00000135049","AGTPBP1"
"ENSG00000135052.16",6772.05,-0.465,0.402,-1.157,0.247,1,"insig","ENSG00000135052","GOLM1"
"ENSG00000135069.14",2835.15,-0.233,0.821,-0.284,0.777,1,"insig","ENSG00000135069","PSAT1"
"ENSG00000135070.15",1189.376,-0.274,0.24,-1.142,0.254,1,"insig","ENSG00000135070","ISCA1"
"ENSG00000135074.16",569.18,0.15,0.321,0.468,0.64,1,"insig","ENSG00000135074","ADAM19"
"ENSG00000135090.14",1443.103,0.014,0.22,0.061,0.951,1,"insig","ENSG00000135090","TAOK3"
"ENSG00000135093.13",774.822,0.121,0.33,0.367,0.714,1,"insig","ENSG00000135093","USP30"
"ENSG00000135094.11",13891.35,-0.716,1.055,-0.679,0.497,1,"insig","ENSG00000135094","SDS"
"ENSG00000135097.7",52.931,1.242,0.611,2.034,0.042,0.824,"insig","ENSG00000135097","MSI1"
"ENSG00000135111.16",682.815,-0.419,0.624,-0.672,0.501,1,"insig","ENSG00000135111","TBX3"
"ENSG00000135116.9",36.739,2.765,0.884,3.128,0.002,0.184,"insig","ENSG00000135116","HRK"
"ENSG00000135119.15",190.584,-0.807,0.656,-1.231,0.218,1,"insig","ENSG00000135119","RNFT2"
"ENSG00000135148.12",1383.411,-0.07,0.224,-0.314,0.753,1,"insig","ENSG00000135148","TRAFD1"
"ENSG00000135164.19",1573.365,0.124,0.199,0.622,0.534,1,"insig","ENSG00000135164","DMTF1"
"ENSG00000135185.12",300.069,-0.336,0.453,-0.743,0.458,1,"insig","ENSG00000135185","TMEM243"
"ENSG00000135205.15",289.991,0.008,0.267,0.031,0.976,1,"insig","ENSG00000135205","CCDC146"
"ENSG00000135211.6",636.251,-0.063,0.218,-0.291,0.771,1,"insig","ENSG00000135211","TMEM60"
"ENSG00000135218.19",787.183,-0.959,0.722,-1.328,0.184,1,"insig","ENSG00000135218","CD36"
"ENSG00000135220.11",2038.336,0.293,0.595,0.493,0.622,1,"insig","ENSG00000135220","UGT2A3"
"ENSG00000135226.18",2.596,1.429,0.987,1.447,0.148,0.997,"insig","ENSG00000135226","UGT2B28"
"ENSG00000135241.17",1245.696,-0.249,0.304,-0.82,0.412,1,"insig","ENSG00000135241","PNPLA8"
"ENSG00000135245.10",254.762,-0.871,0.344,-2.532,0.011,0.466,"insig","ENSG00000135245","HILPDA"
"ENSG00000135249.8",449.199,-0.013,0.203,-0.064,0.949,1,"insig","ENSG00000135249","RINT1"
"ENSG00000135250.17",1414.099,0.062,0.226,0.273,0.785,1,"insig","ENSG00000135250","SRPK2"
"ENSG00000135269.18",2739.323,-0.128,0.345,-0.37,0.711,1,"insig","ENSG00000135269","TES"
"ENSG00000135312.7",4.411,-0.719,0.65,-1.106,0.269,1,"insig","ENSG00000135312","HTR1B"
"ENSG00000135315.12",298.689,-0.197,0.214,-0.919,0.358,1,"insig","ENSG00000135315","CEP162"
"ENSG00000135318.12",1769.78,-0.562,0.504,-1.116,0.265,1,"insig","ENSG00000135318","NT5E"
"ENSG00000135324.6",84.758,-0.386,0.654,-0.59,0.555,1,"insig","ENSG00000135324","MRAP2"
"ENSG00000135334.9",1355.817,-0.362,0.266,-1.361,0.174,1,"insig","ENSG00000135334","AKIRIN2"
"ENSG00000135338.14",310.985,-0.426,0.536,-0.795,0.427,1,"insig","ENSG00000135338","LCA5"
"ENSG00000135346.9",5.947,-0.906,1.256,-0.721,0.471,1,"insig","ENSG00000135346","CGA"
"ENSG00000135355.4",0.221,0.075,3.657,0.021,0.984,1,"insig","ENSG00000135355","GJA10"
"ENSG00000135362.14",232.973,-0.931,0.447,-2.083,0.037,0.783,"insig","ENSG00000135362","PRR5L"
"ENSG00000135363.12",438.336,-0.614,0.365,-1.681,0.093,0.945,"insig","ENSG00000135363","LMO2"
"ENSG00000135373.13",6024.626,0.382,0.552,0.692,0.489,1,"insig","ENSG00000135373","EHF"
"ENSG00000135374.11",2.241,-0.444,1.65,-0.269,0.788,1,"insig","ENSG00000135374","ELF5"
"ENSG00000135378.4",1959.033,-0.138,0.38,-0.364,0.716,1,"insig","ENSG00000135378","PRRG4"
"ENSG00000135387.21",6956.611,-0.008,0.19,-0.041,0.967,1,"insig","ENSG00000135387","CAPRIN1"
"ENSG00000135390.21",12366.831,0.012,0.238,0.051,0.959,1,"insig","ENSG00000135390","ATP5MC2"
"ENSG00000135404.12",27193.896,-0.034,0.255,-0.135,0.893,1,"insig","ENSG00000135404","CD63"
"ENSG00000135409.11",10.726,0.285,0.807,0.353,0.724,1,"insig","ENSG00000135409","AMHR2"
"ENSG00000135413.9",0.034,0.149,3.657,0.041,0.968,1,"insig","ENSG00000135413","LACRT"
"ENSG00000135414.10",277.859,-0.474,0.318,-1.488,0.137,0.989,"insig","ENSG00000135414","GDF11"
"ENSG00000135423.13",66.958,-0.466,0.766,-0.608,0.543,1,"insig","ENSG00000135423","GLS2"
"ENSG00000135426.16",63.542,-0.288,0.522,-0.553,0.58,1,"insig","ENSG00000135426","TESPA1"
"ENSG00000135436.8",20.815,-0.008,0.313,-0.024,0.981,1,"insig","ENSG00000135436","FAM186B"
"ENSG00000135437.10",200.826,0.041,0.65,0.063,0.95,1,"insig","ENSG00000135437","RDH5"
"ENSG00000135443.8",3.163,0.218,0.835,0.261,0.794,1,"insig","ENSG00000135443","KRT85"
"ENSG00000135446.17",1786.538,0.074,0.225,0.328,0.743,1,"insig","ENSG00000135446","CDK4"
"ENSG00000135447.17",2071.246,0.059,0.938,0.063,0.95,1,"insig","ENSG00000135447","PPP1R1A"
"ENSG00000135451.13",391.144,0.011,0.573,0.02,0.984,1,"insig","ENSG00000135451","TROAP"
"ENSG00000135452.10",1462.957,-0.078,0.23,-0.338,0.735,1,"insig","ENSG00000135452","TSPAN31"
"ENSG00000135454.14",106.594,0.608,0.552,1.1,0.271,1,"insig","ENSG00000135454","B4GALNT1"
"ENSG00000135469.14",405.525,0.028,0.427,0.064,0.949,1,"insig","ENSG00000135469","COQ10A"
"ENSG00000135472.9",26.391,0.081,0.655,0.124,0.901,1,"insig","ENSG00000135472","FAIM2"
"ENSG00000135476.12",451.499,0.151,0.468,0.324,0.746,1,"insig","ENSG00000135476","ESPL1"
"ENSG00000135482.7",211.278,0.014,0.175,0.078,0.938,1,"insig","ENSG00000135482","ZC3H10"
"ENSG00000135486.19",19201.876,0.01,0.234,0.043,0.966,1,"insig","ENSG00000135486","HNRNPA1"
"ENSG00000135503.13",2624.822,0.108,0.262,0.411,0.681,1,"insig","ENSG00000135503","ACVR1B"
"ENSG00000135517.9",1.001,1.454,1.327,1.096,0.273,1,"insig","ENSG00000135517","MIP"
"ENSG00000135519.8",443.072,1.752,0.683,2.566,0.01,0.447,"insig","ENSG00000135519","KCNH3"
"ENSG00000135521.9",405.03,-0.466,0.222,-2.102,0.036,0.767,"insig","ENSG00000135521","LTV1"
"ENSG00000135535.17",10204.807,-0.278,0.282,-0.985,0.324,1,"insig","ENSG00000135535","CD164"
"ENSG00000135537.17",197.012,-0.104,0.212,-0.492,0.623,1,"insig","ENSG00000135537","AFG1L"
"ENSG00000135547.9",209.88,-0.302,0.458,-0.66,0.509,1,"insig","ENSG00000135547","HEY2"
"ENSG00000135587.9",419.958,-0.077,0.258,-0.297,0.767,1,"insig","ENSG00000135587","SMPD2"
"ENSG00000135596.18",1282.539,0.097,0.288,0.335,0.737,1,"insig","ENSG00000135596","MICAL1"
"ENSG00000135597.19",1179.898,-0.519,0.332,-1.565,0.118,0.969,"insig","ENSG00000135597","REPS1"
"ENSG00000135605.13",134.574,0.081,0.319,0.254,0.8,1,"insig","ENSG00000135605","TEC"
"ENSG00000135617.4",836.483,-0.128,0.4,-0.321,0.748,1,"insig","ENSG00000135617","PRADC1"
"ENSG00000135622.13",378.386,0.152,0.318,0.477,0.633,1,"insig","ENSG00000135622","SEMA4F"
"ENSG00000135625.8",19.962,0.243,0.779,0.312,0.755,1,"insig","ENSG00000135625","EGR4"
"ENSG00000135631.17",1937.064,-0.128,0.29,-0.442,0.659,1,"insig","ENSG00000135631","RAB11FIP5"
"ENSG00000135632.12",1493.217,0.031,0.227,0.136,0.892,1,"insig","ENSG00000135632","SMYD5"
"ENSG00000135637.14",326.077,0.204,0.161,1.265,0.206,1,"insig","ENSG00000135637","CCDC142"
"ENSG00000135638.14",82.035,2.462,0.805,3.059,0.002,0.203,"insig","ENSG00000135638","EMX1"
"ENSG00000135643.5",141.008,-0.861,0.444,-1.936,0.053,0.864,"insig","ENSG00000135643","KCNMB4"
"ENSG00000135655.16",1697.535,-0.217,0.218,-0.993,0.321,1,"insig","ENSG00000135655","USP15"
"ENSG00000135677.11",7724.918,0.101,0.187,0.539,0.59,1,"insig","ENSG00000135677","GNS"
"ENSG00000135678.12",2576.32,0.341,0.489,0.697,0.486,1,"insig","ENSG00000135678","CPM"
"ENSG00000135686.13",2232.18,0.252,0.244,1.03,0.303,1,"insig","ENSG00000135686","KLHL36"
"ENSG00000135697.10",73.803,0.801,0.724,1.105,0.269,1,"insig","ENSG00000135697","BCO1"
"ENSG00000135698.10",389.164,-0.477,0.206,-2.319,0.02,0.631,"insig","ENSG00000135698","MPHOSPH6"
"ENSG00000135720.13",2426.773,0.09,0.294,0.308,0.758,1,"insig","ENSG00000135720","DYNC1LI2"
"ENSG00000135722.9",210.209,-0.201,0.273,-0.734,0.463,1,"insig","ENSG00000135722","FBXL8"
"ENSG00000135723.14",912.464,-0.025,0.307,-0.08,0.936,1,"insig","ENSG00000135723","FHOD1"
"ENSG00000135736.6",517.61,0.043,0.375,0.115,0.908,1,"insig","ENSG00000135736","CCDC102A"
"ENSG00000135740.17",82.334,0.792,0.483,1.638,0.101,0.945,"insig","ENSG00000135740","SLC9A5"
"ENSG00000135747.11",3.895,0.476,0.856,0.557,0.578,1,"insig","ENSG00000135747","ZNF670-ZNF695"
"ENSG00000135750.15",954.304,-0.628,0.409,-1.534,0.125,0.972,"insig","ENSG00000135750","KCNK1"
"ENSG00000135763.10",473.834,0.12,0.27,0.444,0.657,1,"insig","ENSG00000135763","URB2"
"ENSG00000135766.9",356.86,0.538,0.337,1.596,0.11,0.954,"insig","ENSG00000135766","EGLN1"
"ENSG00000135773.13",75.121,-2.05,0.781,-2.625,0.009,0.404,"insig","ENSG00000135773","CAPN9"
"ENSG00000135775.14",1037.697,0.282,0.289,0.975,0.329,1,"insig","ENSG00000135775","COG2"
"ENSG00000135776.5",1109.889,0.146,0.23,0.634,0.526,1,"insig","ENSG00000135776","ABCB10"
"ENSG00000135778.12",2135.18,0.304,0.227,1.342,0.18,1,"insig","ENSG00000135778","NTPCR"
"ENSG00000135821.19",23554.229,-0.14,0.392,-0.357,0.721,1,"insig","ENSG00000135821","GLUL"
"ENSG00000135823.14",1338.983,0.001,0.281,0.003,0.998,1,"insig","ENSG00000135823","STX6"
"ENSG00000135828.11",330.306,-0.118,0.322,-0.367,0.713,1,"insig","ENSG00000135828","RNASEL"
"ENSG00000135829.17",6377.024,0.076,0.17,0.448,0.654,1,"insig","ENSG00000135829","DHX9"
"ENSG00000135835.12",188.849,0.267,0.541,0.494,0.622,1,"insig","ENSG00000135835","KIAA1614"
"ENSG00000135842.17",576.21,-0.336,0.384,-0.875,0.381,1,"insig","ENSG00000135842","NIBAN1"
"ENSG00000135845.10",1655.043,0.36,0.235,1.529,0.126,0.972,"insig","ENSG00000135845","PIGC"
"ENSG00000135862.6",14339.123,0.407,0.413,0.986,0.324,1,"insig","ENSG00000135862","LAMC1"
"ENSG00000135870.12",1382.177,0.162,0.164,0.991,0.322,1,"insig","ENSG00000135870","RC3H1"
"ENSG00000135898.10",11.771,-0.599,0.481,-1.245,0.213,1,"insig","ENSG00000135898","GPR55"
"ENSG00000135900.4",1232.877,-0.127,0.17,-0.747,0.455,1,"insig","ENSG00000135900","MRPL44"
"ENSG00000135902.10",21.04,2.397,1.223,1.96,0.05,0.859,"insig","ENSG00000135902","CHRND"
"ENSG00000135903.20",0.566,-1.062,1.738,-0.611,0.541,1,"insig","ENSG00000135903","PAX3"
"ENSG00000135912.11",1576.765,0.053,0.342,0.155,0.877,1,"insig","ENSG00000135912","TTLL4"
"ENSG00000135913.11",225.695,0.177,0.297,0.594,0.552,1,"insig","ENSG00000135913","USP37"
"ENSG00000135914.6",43.534,0.557,0.412,1.351,0.177,1,"insig","ENSG00000135914","HTR2B"
"ENSG00000135916.16",4045.41,0.257,0.254,1.013,0.311,1,"insig","ENSG00000135916","ITM2C"
"ENSG00000135917.16",908.927,0.394,0.671,0.588,0.557,1,"insig","ENSG00000135917","SLC19A3"
"ENSG00000135919.14",3932.54,0.813,0.569,1.431,0.153,0.997,"insig","ENSG00000135919","SERPINE2"
"ENSG00000135925.9",402.09,1.754,0.768,2.283,0.022,0.651,"insig","ENSG00000135925","WNT10A"
"ENSG00000135926.15",9615.472,-0.027,0.235,-0.113,0.91,1,"insig","ENSG00000135926","TMBIM1"
"ENSG00000135929.9",13505.392,0.042,0.789,0.053,0.958,1,"insig","ENSG00000135929","CYP27A1"
"ENSG00000135940.7",5439.861,-0.057,0.302,-0.189,0.85,1,"insig","ENSG00000135940","COX5B"
"ENSG00000135945.10",999.711,-0.005,0.158,-0.03,0.976,1,"insig","ENSG00000135945","REV1"
"ENSG00000135951.16",158.192,-0.159,0.242,-0.657,0.511,1,"insig","ENSG00000135951","TSGA10"
"ENSG00000135953.11",931.066,-0.217,0.194,-1.114,0.265,1,"insig","ENSG00000135953","MFSD9"
